city,自然风光,历史文化,主题乐园,城市观光,美食文化,海滨休闲,休闲康养,户外运动,宗教信仰,节庆民俗,province,pinyin,abbr,latitude,longitude
榆林市,红石峡（以红色砂岩峡谷地貌著称，峡谷内溪流潺潺，景色壮丽）/白云山（陕北著名的道教圣地，山势险峻，自然景观与人文景观交融）/二郎山（山势奇特，形似卧龙，山上有众多庙宇建筑）/红碱淖（中国最大的沙漠淡水湖，湖光沙色相映成趣，有"塞上明珠"之称）/榆林沙漠国家森林公园（中国首个沙漠森林公园，展示了沙漠与绿洲共存的独特景观）/靖边波浪谷（独特的丹霞地貌景观，岩石纹理如波浪般起伏，色彩斑斓）,镇北台（明代长城遗址，被誉为"万里长城第一台"，具有重要历史价值）/榆林古城（保存完好的明清古城，城墙完整，街道布局保留古代风貌）/统万城遗址（十六国时期大夏国都城遗址，是中国北方保存最完好的古代都城遗址之一）/高家堡古城（明代军事要塞，古城风貌保存完好，是《平凡的世界》取景地）/李自成行宫（明末农民起义领袖李自成的行宫遗址，具有重要历史意义）/杨家沟革命旧址（中共中央转战陕北时期的驻地，是重要的红色旅游景点）/榆林民俗博物馆（展示陕北地区民俗文化和传统生活方式的专题博物馆）,,榆林老街（保存完好的明清风格商业街，集中展示了榆林传统建筑和商业文化）/榆林钟楼（榆林古城的地标性建筑，建于明代，是古城中心的标志）,,,,,白云山（陕北著名的道教圣地）,,陕西省,yulinshi,yls,38.285369,109.734474
咸阳市,咸阳湖（有清澈安静的环境和绝美风景，是休闲散步好去处）/ 郑国渠旅游风景区（可赏山野桃花寻古渠春色）,咸阳博物院（以明洪武四年所建文庙改造而成，有西汉彩绘兵马俑等）/ 古渡遗址博物馆（以 “咸阳古渡” 为主题，是西出长安、古代丝绸之路的第一渡）/ 茂陵博物馆 / 昭陵博物馆 / 乾陵博物馆 / 北平老街（蕴藏数百年历史，承载几代咸阳人记忆）/ 凤凰台（可聆听秦穆公幼女弄玉和箫史吹箫引凤的传说）/ 安国寺（咸阳市最早的行政公署）,蓝波湾温泉水世界（集餐饮、住宿、会议、娱乐、休闲、健身、疗养为一体）/ 宏兴码头游乐场 / 际华冰雪・西安冰雪中心（集滑雪、滑冰、综合运动休闲于一体）,古渡廊桥（朱红色，外观古香古色，桥上有秦风格建筑群和秦国名人良将雕像）/ 清渭楼 / 咸阳老街（有古典门楼和众多老街巷，展现市井气、烟火味和风俗人情）/ 福园巷子（号称咸阳人的宽窄巷子，有古色古香的仿古建筑和极富特色的关中风格）,福园巷子（汇集蓼花糖、柿子饼、甑糕等陕西小吃）/ 汇通夜市,咸阳湖二期阳光沙滩北岸公园（有金灿灿沙滩、凉亭，有海滨城市感觉）,海泉湾温泉度假区 / 云集生态园（有蓝溪书院等，环境优美）,袁家村必捷滑雪场（雪场面积近 10 万平方米，有中、初级雪道等）,, 袁家村（可体验关中民俗风情，有传统节日活动等）/ 福园巷子（节假日有秦腔等大型民俗表演）,陕西省,xianyangshi,xys,34.32987,108.709136
安康市,瀛湖（陕西省最大的人工湖）/南宫山（4A）/香溪洞（道教胜地）/中坝大峡谷/汉江燕翔洞（西北保存最完好的溶洞之一）/天书峡,安康博物馆/安康文庙（明代古建筑群）/旬阳太极城（天然太极图案）,,安康汉江大桥（地标性建筑）,安康夜市（蒸面/炕炕馍/酸菜面等）,,岚皋温泉（天然温泉）,鬼谷岭国家森林公园（徒步/登山）,安康龙王山（佛教名山）,汉阴凤堰古梯田（中国北方保存最完整的古梯田之一）,陕西省,ankangshi,aks,32.68481,109.029113
商洛市,金丝峡（5A）/柞水溶洞/牛背梁国家森林公园/天竺山/木王国家森林公园/月亮洞,商於古道/漫川关古镇/商洛博物馆/凤凰古镇,,,,,,丹江漂流,二郎庙/塔云山/老君山,,陕西省,shangluoshi,sls,33.872726,109.91857
汉中市,黎坪国家森林公园（原始森林、高山草甸、峡谷瀑布）/紫柏山国家森林公园（高山草甸、溶洞群、原始森林）/南湖风景区（湖泊、岛屿、山林）/天台山（奇峰、溶洞、瀑布、道教文化）/汉江湿地公园（生态湿地）/红寺湖（湖光山色）,石门栈道（中国古代穿越秦岭的著名栈道）/武侯墓（三国诸葛亮陵墓）/青木川古镇（明清古建筑群）/华阳古镇（千年古镇）/汉中博物馆（古汉台馆址）/张良庙（纪念汉初张良的古建筑群）/拜将坛（刘邦拜韩信为大将的历史遗址）/兴汉胜境（汉文化主题景区）/诸葛古镇（三国文化主题仿古建筑群）,,,,,,,,,陕西省,hanzhongshi,hzs,33.067225,107.02305
西安市,华山（五岳之一，以险峻著称，拥有长空栈道等著名景点）/翠华山（秦岭终南山世界地质公园核心景区，山崩奇观）,秦始皇兵马俑博物馆（世界第八大奇迹，展示秦始皇陵的庞大陶俑军队）/大雁塔（唐代佛教建筑，玄奘法师译经地，西安标志性建筑）/西安城墙（中国现存最完整的古代城垣，可骑行游览）/华清宫（唐代皇家温泉行宫，杨贵妃沐浴地，历史与自然结合）/陕西历史博物馆（中国第一座大型现代化博物馆，展示陕西丰富历史文物）/大明宫国家遗址公园（唐代皇宫遗址，展示盛唐宫廷建筑格局）/高家大院（明清民居建筑，展示北方传统院落文化）/西安事变纪念馆（张学良公馆旧址，西安事变重要历史见证）,西安秦岭野生动物园（西北地区最大野生动物园，可近距离观察猛兽）,大唐不夜城（以盛唐文化为主题的步行街，夜间灯光秀和表演）/钟鼓楼广场（西安城市中心地标，钟楼与鼓楼交相辉映）/曲江池遗址公园（唐代皇家园林遗址，现代城市公园与文化结合）/西安世博园（2011年世园会旧址，大型城市生态公园）/大唐芙蓉园（大型唐代主题文化公园，再现盛唐皇家园林风貌）/书院门文化街（传统文化街区，汇聚文房四宝和古玩字画店铺）,回民街（西安著名美食街，汇聚西北特色小吃和清真美食）,,,,法门寺（佛教圣地，供奉释迦牟尼佛指骨舍利）/青龙寺（唐代佛教密宗寺院，中日佛教文化交流见证）,,陕西省,xianshi,xas,34.341574,108.93977
铜川市,照金香山（秋季红叶）/福地湖（休闲垂钓）/金锁关石林（石峰石柱）,药王山（孙思邈隐居地）/玉华宫（唐代皇家避暑行宫）/陈炉古镇（陶瓷古镇）/铜川博物馆（历史文化展示）/薛家寨（陕甘边革命根据地）,,,,,,,姜女祠（孟姜女纪念地）,,陕西省,tongchuanshi,tcs,34.897887,108.945019
杨凌示范区,杨凌现代农业示范园区（展示现代农业科技与生态农业相结合的示范区，拥有丰富的植物资源和农业景观）/杨凌渭河湿地公园（城市湿地公园，拥有优美的自然风光和丰富的湿地生态系统，是休闲散步的好去处）,西北农林科技大学博览园（集农业历史、植物、动物、土壤、昆虫等为一体的综合性博物馆，展示丰富的农业文化遗产）,,杨凌国际会展中心（现代化的会展中心，经常举办各类农业科技展览和会议，是杨凌的地标性建筑）,杨凌美食街（汇集了陕西各地的特色美食，尤其是杨凌蘸水面等地方小吃）,,,杨凌水上运动中心（提供划船、皮划艇等水上运动项目，适合户外运动爱好者）,,杨凌农高会（中国农业高新科技成果博览会，每年举办一次，展示农业科技和民俗文化）,陕西省,yanglingshifanqv,ylsfq,34.145555,107.75752
沈阳市,沈阳世博园/棋盘山风景区/沈阳怪坡/沈阳鸟岛,沈阳故宫/张氏帅府/北陵公园（清昭陵）/东陵公园（清福陵）/辽宁省博物馆/九一八历史博物馆,沈阳森林动物园/沈阳方特欢乐世界,中街/太原街/沈阳奥体中心,西塔街/老边饺子馆,,,,沈阳天主教堂/慈恩寺,沈阳国际冰雪节,辽宁省,shenyangshi,sys,41.677284,123.465035
大连市,棒棰岛景区（以清澈海水和独特海岛景观著称的避暑胜地）/冰峪沟（北方罕见的喀斯特地貌与山水景观结合的旅游区）/大连西郊国家森林公园（城市近郊的天然氧吧，拥有丰富的植物资源和徒步路线）,旅顺口风景区（重要的军事要塞遗址，包含日俄战争遗迹和近代历史建筑）/大连现代博物馆（展示大连百年发展历程和城市现代化建设成就）/大连旅顺博物馆（中国最早的博物馆之一，馆藏大量珍贵历史文物）,老虎滩海洋公园（集海洋动物展示、表演、极地体验于一体的综合性海洋公园）/大连森林动物园（依山而建，动物散养与圈养相结合，环境自然优美）/大连圣亚海洋世界（拥有亚洲最长的海底隧道，展示极地海洋生物）/大连发现王国主题公园（大型主题游乐园，拥有多种刺激游乐设施和表演）,星海广场（亚洲最大的城市广场之一，海滨风光与现代建筑完美融合）/滨海路（蜿蜒30公里的海滨景观路，串联多个著名景点）/大连俄罗斯风情街（保留俄式建筑风格的特色商业街，充满异国情调）/大连中山广场（环形放射状布局的广场，周围环绕着百年欧式建筑）/大连莲花山观景台（俯瞰大连全景的最佳地点，可360度观赏城市与海景）,,金石滩国家旅游度假区（以奇特的海蚀地貌和黄金沙滩闻名，拥有丰富的水上娱乐项目）/大连老虎滩渔人码头（欧式风格的渔港码头，集餐饮、娱乐、观光于一体）,大连安波温泉（东北著名的温泉疗养胜地，水质优良且富含矿物质）,,大连横山寺（始建于唐代的佛教寺院，环境清幽，香火旺盛）,大连国际啤酒节（中国规模最大的啤酒节之一，融合美食、音乐和狂欢）,辽宁省,dalianshi,dls,38.914086,121.614848
鞍山市,千山风景区（5A）,玉佛苑（世界最大玉佛）,鞍山动物园,二一九公园/鞍山站前步行街,,,汤岗子温泉（中国四大温泉之一）,千山滑雪场,,岫岩满族自治县（满族文化）,辽宁省,anshanshi,ass,41.108647,122.994329
抚顺市,萨尔浒风景区（湖光山色）/三块石国家森林公园（原始森林）,赫图阿拉城（清代第一都城）/雷锋纪念馆（雷锋事迹）/抚顺战犯管理所旧址（日本战犯关押地）/抚顺煤矿博物馆（煤矿历史）,皇家海洋乐园（海洋主题）/热高乐园（综合主题）,月牙岛生态公园（城市湿地）,,,,红河谷漂流（东北著名漂流）,,,辽宁省,fushunshi,fss,41.880872,123.957208
本溪市,本溪水洞（世界最长的地下充水溶洞，洞内钟乳石千姿百态，乘船游览地下暗河景观）/关门山国家森林公园（以红叶闻名，秋季层林尽染，有"东北小黄山"之称，兼具山水与森林景观）/望天洞（北方罕见的大型溶洞，洞内有天然形成的"洞中天窗"奇观）/汤沟绿石谷（峡谷内溪流清澈，布满青苔的绿石形成独特景观，夏季避暑胜地）,五女山（高句丽王朝发祥地，世界文化遗产，现存古城墙遗址和点将台等历史遗迹）/本溪博物馆（展示本溪地区地质演变、高句丽文化和近现代工业发展史的综合性博物馆）,,本溪湖（世界最小的湖（吉尼斯认证），湖周建有公园，融合自然与城市景观）,,,本溪温泉寺（千年古寺与温泉疗养结合，泉水含多种矿物质，周边建有温泉度假酒店）,大雅河漂流（东北著名漂流胜地，河道落差适中，两岸风光秀丽，夏季热门体验项目）/东风湖冰雪大世界（冬季大型冰雪主题乐园，含滑雪场、冰雕展和各类冰雪娱乐设施）,铁刹山（东北道教发祥地，现存道教宫观群，山势险峻，云雾缭绕如仙境）,桓仁满族自治县民俗村（展示满族传统民居、服饰和饮食文化，可体验剪纸、萨满舞等非遗项目）,辽宁省,benxishi,bxs,41.486981,123.685142
丹东市,鸭绿江风景名胜区/青山沟/天华山,鸭绿江断桥/虎山长城/抗美援朝纪念馆,,锦江山公园,安东老街,大鹿岛/獐岛,五龙背温泉,凤凰山,,,辽宁省,dandongshi,dds,40.000787,124.35445
锦州市,笔架山（锦州市太和区：笔架山是一座海上仙山，因形似笔架而得名，拥有独特的海蚀地貌和丰富的海洋生物资源。）,辽沈战役纪念馆（锦州市凌河区：中国唯一全面反映辽沈战役历史的专题纪念馆，展示了大量珍贵的历史文物和图片资料。）/锦州古塔（锦州市古塔区：锦州古塔是辽代建筑的杰出代表，具有极高的历史和艺术价值，是锦州市的标志性建筑之一。）,锦州动物园（锦州市太和区：锦州动物园是辽宁省较大的动物园之一，拥有多种珍稀动物，适合家庭游玩。）,锦州中央大街（锦州市古塔区：锦州市最繁华的商业街之一，集购物、餐饮、娱乐于一体，展现了锦州的现代都市风貌。）,锦州烧烤（锦州市各区：锦州烧烤以其独特的腌制和烤制工艺闻名，是锦州最具代表性的美食之一。）,锦州湾海滨浴场（锦州市凌海市：锦州湾海滨浴场是夏季避暑的好去处，拥有细腻的沙滩和清澈的海水。）,锦州温泉度假村（锦州市太和区：锦州温泉度假村拥有丰富的温泉资源，提供多种养生和休闲服务。）,,北普陀山（锦州市太和区：北普陀山是东北地区著名的佛教圣地，山上有众多寺庙和佛像，香火旺盛。）,锦州国际民间文化节（锦州市各区：锦州国际民间文化节是展示锦州地方文化和民俗风情的重要节庆活动，吸引了众多游客参与。）,辽宁省,jinzhoushi,jzs,41.095685,121.126846
遵义市,赤水丹霞（世界自然遗产）/四洞沟景区/凤凰山国家森林公园,遵义会议会址/茅台古镇/娄山关/海龙屯（世界文化遗产）,遵义动物园,红军街/遵义湘江河畔,遵义美食街（羊肉粉/豆花面等）,,绥阳温泉,习水国家森林公园,金鼎山,仡佬族民俗村,贵州省,zunyishi,zys,27.725654,106.927389
安顺市,黄果树瀑布（中国最大的瀑布，世界著名大瀑布之一，以水势浩大著称）/龙宫风景区（以溶洞、洞穴、瀑布为主体，被誉为"天下第一奇洞"）/格凸河穿洞（集岩溶、山、水、洞、石、林组合之精髓，融雄、奇、险、峻、幽、古为一身）/夜郎洞（以溶洞景观为主，洞内有地下河和丰富的钟乳石）/花江大峡谷（峡谷深邃，风景秀丽，有"地球裂缝"之称）,天龙屯堡（保存完好的明代军事屯堡，具有独特的屯堡文化）/云峰八寨（由八个布依族村寨组成，保存了丰富的布依族文化和古建筑）/安顺文庙（始建于明代，是贵州省保存最完整的文庙之一）/安顺蜡染博物馆（展示安顺传统蜡染工艺和文化的专业博物馆）/旧州古镇（历史悠久的古镇，保留了大量明清时期的建筑和风貌）,,安顺市文化中心（现代化的城市地标建筑，集文化、艺术、展览于一体）,安顺小吃街（集中了安顺各种特色小吃，如夺夺粉、油炸粑稀饭等）,,,紫云格凸河攀岩基地（国际知名的攀岩胜地，拥有多条高难度攀岩线路）,,安顺苗年节（苗族传统节日，有丰富的民俗表演和庆祝活动）,贵州省,anshunshi,ass,26.253088,105.947594
黔南布依族苗族自治州,荔波小七孔（世界自然遗产）/茂兰国家级自然保护区/龙里大草原/独山天洞/都匀斗篷山/长顺杜鹃湖,都匀石板街/福泉古城/瓮安草塘千年古邑,,平塘天眼,,,,罗甸红水河景区,,惠水好花红村/三都水族文化村/贵定音寨/荔波瑶山古寨,贵州省,qiannanbuyizumiaozuzizhizhou,qnbyzmzzzz,26.253275,107.522171
黔西南布依族苗族自治州,马岭河峡谷（被誉为"地球上最美丽的疤痕"，峡谷内瀑布成群，溶洞相连，是典型的喀斯特地貌奇观）/万峰林（中国最美的五大峰林之一，由成千上万座奇峰组成，田园风光与峰林完美结合）/双乳峰（形似女性双乳的喀斯特山峰，被誉为"天下第一奇峰"，具有独特的地质景观）/兴义国家地质公园（以喀斯特地貌和古生物化石群为特色的国家级地质公园，涵盖马岭河峡谷、万峰林等景区）/招堤风景区（300多年历史的湿地公园，以十里荷塘和明清古建筑群著称，夏季荷花盛开时尤为壮观）/鲁布格深谷湖（高峡平湖景观，湖水碧绿清澈，两岸峭壁耸立，可乘船游览"小三峡"风光）/泥凼石林（发育典型的喀斯特石林景观，奇石嶙峋，形态各异，与云南石林齐名）/笃山溶洞群（中国已探明的最大溶洞群之一，洞内钟乳石发育完整，地下河系统规模宏大）,二十四道拐（著名的抗战公路遗址，24道急转弯盘旋于山间，是"史迪威公路"的标志性路段）/南龙布依古寨（保存完好的布依族古村落，拥有600多年历史，传统吊脚楼建筑群极具民族特色）/何应钦故居（国民党军政要人何应钦的出生地，展示了民国时期西南地区名人故居的建筑风格）/贵州龙博物馆（以展示"贵州龙"化石为主的专题博物馆，收藏了大量三叠纪时期的海生爬行动物化石）,,,,,云湖山（高山休闲度假区，云海景观壮丽，气候凉爽宜人，适合避暑养生）/清水河温泉（天然温泉度假区，水质富含矿物质，周边环境优美，是休闲疗养的好去处）,万峰湖（中国五大人工湖之一，湖面开阔，是钓鱼、水上运动和水上观光的理想场所）/放马坪高山草原（高山草甸景观，可体验滑草、骑马等户外项目，被誉为"塞外高原"）,,布依族八音坐唱（国家级非物质文化遗产，布依族传统说唱艺术，被誉为"声音活化石"）/三月三布依风情节（布依族最隆重的传统节日，有对歌、舞蹈、祭祀等丰富多彩的民俗活动）/鲤鱼坝苗寨（保存完好的苗族村寨，可体验苗族歌舞、刺绣等传统文化，每年举办"跳花节"）/纳灰布依寨（典型的布依族村寨，田园风光与民族风情交融，可体验布依族农耕文化和民俗活动）,贵州省,qianxinanbuyizumiaozuzizhizhou,qxnbyzmzzzz,25.087856,104.906397
贵阳市,黔灵山公园（集自然风光、文物古迹、民俗风情和娱乐休闲为一体的综合性公园，以山幽林密、湖水清澈为特色，还有野生猕猴群）/天河潭（以典型喀斯特自然风光为主，融山、水、洞、潭、瀑布、天生桥、峡谷为一体，有贵州山水浓缩盆景的美称）/花溪国家城市湿地公园（以花溪河为纽带，串联起十里河滩、花溪公园等景区，是典型的城市湿地景观）/南江大峡谷（以峡谷风光和喀斯特地貌为主，可体验漂流、徒步等户外活动）/红枫湖（贵州高原最大的人工湖泊之一，湖中有岛屿百余个，风景秀丽）,青岩古镇（贵州四大古镇之一，明清建筑风格，保存完好，有浓厚的历史文化氛围和独特的军事防御体系）/甲秀楼（贵阳标志性建筑，始建于明代，矗立在鳌矶石上，四周水光山色，夜景尤为迷人）/贵州省博物馆（展示贵州历史文化、民族文化和自然资源的综合性博物馆，建筑造型独特）/文昌阁（明代建筑，贵阳古城九门四阁之一，结构独特，具有重要历史价值）/阳明祠（纪念明代哲学家王阳明的祠堂，环境清幽，文化底蕴深厚）,贵阳欢乐世界（贵州规模最大的主题游乐园，拥有多种惊险刺激的游乐设施）/贵阳森林野生动物园（以野生动物观赏和科普教育为主题的动物园，动物种类丰富）,贵阳奥体中心（现代化体育场馆建筑群，造型独特，是贵阳城市新地标）/贵阳大剧院（现代化剧院建筑，经常上演多彩贵州风等特色文艺演出）,二七路小吃街（贵阳著名的小吃街，汇集了贵州各地的特色美食）,,贵阳温泉（富含矿物质的天然温泉，设施完善，是休闲放松的好去处）,桃源河漂流（贵州著名的漂流胜地，河道落差大，刺激有趣）,弘福寺（贵州著名佛教寺院，始建于清代，香火旺盛）,高坡苗乡（苗族聚居地，保留着浓郁的苗族风情和传统习俗）,贵州省,guiyangshi,gys,26.647661,106.630153
铜仁市,梵净山（世界自然遗产）/亚木沟（贵州第一沟）/九龙洞（大型溶洞）/佛顶山（原始生态保护区）/乌江画廊（峡谷风光）/思南石林（喀斯特地貌）/潜龙洞（溶洞景观）,大明边城（明代军事文化）/苗王城（苗族古村落）/铜仁古城（明清建筑）/寨英古镇（明清古镇）/中南门历史文化旅游区（明清街区）/朱砂古镇（采矿历史）,,,,,石阡温泉（天然疗养）,,,云舍村（土家族民俗）,贵州省,tongrenshi,trs,27.731514,109.189598
毕节市,百里杜鹃（世界上最大的天然杜鹃花海）/织金洞（中国最美六大旅游洞穴之首）/草海（贵州最大的天然淡水湖）/九洞天（喀斯特溶洞群）/韭菜坪（贵州最高峰）,慕俄格古城（彝族古代政权‘罗甸王国’的都城遗址）/奢香博物馆（展示彝族文化和奢香夫人历史功绩）,,毕节市人民公园（市中心主要城市公园）/毕节天河广场（城市中心商业广场）,毕节砂锅羊肉粉（毕节特色美食）/织金荞凉粉（织金县传统小吃）,,冷水河森林公园（原始森林覆盖，适合养生度假）,阿西里西大草原（适合露营、徒步和自驾游）,,威宁彝族火把节（彝族传统节日）,贵州省,bijieshi,bjs,27.283908,105.291702
六盘水市,玉舍国家森林公园（拥有丰富的森林资源和清新的空气，是避暑胜地，冬季还可滑雪）/乌蒙大草原（西南地区海拔最高的草原，四季景色各异，可体验骑马和滑草）/牂牁江风景名胜区（以峡谷、湖泊和原始森林为主，风景秀丽，适合徒步和摄影）/明湖国家湿地公园（城市湿地公园，拥有丰富的水生植物和鸟类，是休闲散步的好去处）,盘县大洞遗址（旧石器时代遗址，具有重要的考古价值，展示了远古人类的生活痕迹）/六盘水市博物馆（展示六盘水地区的历史、文化和自然资源，是了解当地文化的重要窗口）/水城古镇（保存完好的古镇，建筑风格独特，可体验当地民俗文化）,,,六盘水美食街（汇集了六盘水当地的特色美食，如水城羊肉粉、盘县火腿等）,,野玉海山地旅游度假区（集休闲、度假、养生于一体，拥有独特的山地景观和温泉资源）,梅花山国际滑雪场（西南地区著名的滑雪场，冬季可滑雪，夏季可避暑观光）,,,贵州省,liupanshuishi,lpss,26.592707,104.830458
拉萨市,纳木错（西藏三大圣湖之一）/拉萨河/药王山,布达拉宫（世界文化遗产）/罗布林卡/西藏博物馆,,八廓街/宗角禄康公园,,,,,大昭寺/色拉寺/哲蚌寺/甘丹寺/小昭寺,,西藏自治区,lasashi,lss,29.652341,91.172148
日喀则市,珠穆朗玛峰（世界最高峰，海拔8848.86米）/羊卓雍措（西藏三大圣湖之一）/帕里草原（高原草原）,扎什伦布寺（藏传佛教格鲁派六大寺之一）/江孜宗山抗英遗址（1904年抗英遗址）/日喀则宗堡（地标性建筑）,,樟木口岸（中尼边境口岸）,,,,珠峰大本营（登山起点）,白居寺（十万佛塔）/萨迦寺（萨迦派主寺）/夏鲁寺（夏鲁派主寺）,日喀则藏历新年（传统节日）,西藏自治区,rikazeshi,rkzs,29.266869,88.880583
林芝市,雅鲁藏布大峡谷（世界第一大峡谷）/南迦巴瓦峰（西藏众山之父）/巴松措（西藏东部最大淡水湖）/鲁朗林海（东方瑞士）/米堆冰川（世界海拔最低冰川）/尼洋河风光带/色季拉山（杜鹃花海）/林芝桃花沟/南伊沟（原始森林与高山牧场）/卡定沟（天佛瀑布）,秀巴古堡（千年古堡群）/列山古墓群（吐蕃时期古墓群）/林芝自然博物馆,,鲁朗国际旅游小镇,鲁朗石锅鸡,,,,喇嘛岭寺（宁玛派寺庙）/比日神山（藏传佛教圣地）/苯日神山（苯教重要神山）,扎西岗民俗村（工布藏族村落）/工布民俗街（工布藏族传统手工艺品）,西藏自治区,linzhishi,lzs,29.649128,94.36149
山南市,羊卓雍措（西藏三大圣湖之一）/拉姆拉措（神湖）/哲古草原（高原草原）/勒布沟（西藏的江南）/普莫雍措（海拔最高的淡水湖之一）,桑耶寺（西藏第一座佛法僧俱全的寺庙）/雍布拉康（西藏历史上第一座宫殿）/藏王墓（吐蕃王朝历代赞普的陵墓群）,,,,,,,昌珠寺（西藏最古老的寺庙之一）/敏珠林寺（宁玛派重要寺庙）/青朴修行地（藏传佛教著名修行地）/卡久寺（悬崖上的寺庙）,,西藏自治区,shannanshi,sns,29.237137,91.773134
昌都市,然乌湖（西藏东部最大的湖泊，湖水清澈，四周雪山环绕，景色壮丽）/来古冰川（世界三大冰川之一，冰川与湖泊相映成趣，形成独特景观）/邦达草原（高原草原风光，水草丰美，是夏季放牧和观光的好去处）,卡若遗址（新石器时代晚期遗址，展示了西藏早期人类活动和文化）/盐井古盐田（千年古盐田，保留了古老的制盐工艺和独特的文化景观）,,,,,,怒江七十二拐（著名的险峻盘山公路，是自驾和骑行爱好者的挑战之地）/东达山（川藏线上海拔最高的山口之一，适合登山和徒步）,强巴林寺（藏东第一大格鲁派寺庙，建筑宏伟，宗教氛围浓厚）/孜珠寺（苯教重要寺庙，建于悬崖之上，地势险峻，宗教地位崇高）/类乌齐寺（藏传佛教噶举派重要寺庙，历史悠久，建筑风格独特）,,西藏自治区,changdushi,cds,31.140969,97.17202
那曲市,纳木错（西藏三大圣湖之一，世界上海拔最高的咸水湖，湖面湛蓝如镜，周围雪山环绕，景色壮丽）/色林错（西藏第一大湖泊，国家级自然保护区，湖水清澈，是黑颈鹤等珍稀鸟类的栖息地）/羌塘草原（中国最大的天然牧场之一，广袤无垠的草原风光，野生动物资源丰富）/当惹雍错（西藏最古老的雍仲本教圣湖，湖水深邃碧蓝，湖畔有古象雄王国遗址）/普诺岗日冰川（世界第三极冰川，冰川景观奇特，是探险和科研的重要目的地）,比如骷髅墙（藏传佛教天葬文化的独特体现，由数百具人头骨堆砌而成，神秘而庄严）,,,,,,赞丹寺（藏北地区最大的格鲁派寺庙，建筑宏伟，被誉为“小布达拉宫”）/达姆寺（藏传佛教噶举派重要寺庙，以天葬文化和独特的宗教仪式闻名）,那曲赛马节（藏北地区规模最大的传统赛马盛会，包含赛马、射箭、歌舞等民俗活动）,,西藏自治区,naqvshi,nqs,31.271001,92.30011
阿里地区,冈仁波齐（世界公认的神山，被誉为"世界的中心"，是多个宗教的圣地，拥有独特的金字塔状山形和终年积雪的壮丽景观。）/玛旁雍错（西藏三大圣湖之一，湖水清澈透明，被誉为"西天瑶池"，是佛教徒心中的圣地，周围自然风光绝美。）/札达土林（经过数百万年风化侵蚀形成的独特地貌，犹如一座座巨大的城堡，气势恢宏，是摄影爱好者的天堂。）/班公错（国际性湖泊，湖水一半咸水一半淡水，湖中岛屿众多，是鸟类的天堂，尤以黑颈鹤最为著名。）/羌塘自然保护区（中国最大的自然保护区，拥有独特的高原生态系统，是藏羚羊、野牦牛等珍稀野生动物的栖息地。）,古格王朝遗址（古格王朝的政治、经济、文化中心，遗址规模宏大，建筑风格独特，壁画精美，是研究西藏历史的重要场所。）/日土岩画（西藏境内发现的最早的岩画群之一，内容丰富，反映了古代游牧民族的生活场景和宗教信仰。）,,,,,,,托林寺（阿里地区最古老的佛教寺庙之一，融合了印度、尼泊尔和西藏的建筑风格，寺内壁画和佛像具有极高的艺术价值。）/科迦寺（藏传佛教萨迦派的重要寺庙，寺内珍藏有大量珍贵文物和佛像，建筑风格独特，历史悠久。）,普兰国际市场（中尼边境的传统集市，充满异域风情，可以购买到来自尼泊尔和印度的特色商品，体验独特的边境文化。）,西藏自治区,alidiqu,aldq,32.501111,80.105804
兰州市,白塔山公园（依山而建，俯瞰黄河与城市全景，山顶白塔为标志性建筑）/五泉山公园（因五眼泉水得名，集自然景观与历史文化于一体）/兴隆山国家级自然保护区（陇右名山，森林覆盖率高，是避暑胜地）/吐鲁沟国家森林公园（原始森林景观，有"神话般的绿色山谷"之称）/徐家山国家森林公园（城市近郊森林公园，有"兰州绿肺"之称）/兰州植物园（以植物收集展示为主的综合性公园）/仁寿山公园（以桃花闻名的山地公园，每年举办桃花会）/兰州水墨丹霞旅游景区（壮观的丹霞地貌景观，色彩斑斓如画卷）,甘肃省博物馆（馆藏丰富，尤以马踏飞燕铜奔马和丝绸之路文物著称）/青城古镇（保存完好的明清古镇，以古建筑和民俗文化闻名）/兰州碑林（集中展示历代书法碑刻的艺术殿堂）/兰州黄河铁桥博物馆（以中山桥历史为主题的专题博物馆）,兰州极地海洋世界（展示极地动物和海洋生物的主题场馆）,黄河风情线（沿黄河修建的景观带，包含水车博览园、中山桥等标志性景点）/中山桥（百年铁桥，黄河第一桥，兰州地标性建筑）/水车博览园（展示古老黄河水车文化的主题公园）/金城公园（西固区标志性城市公园，展现兰州工业文化）,兰州老街（仿古建筑街区，汇集兰州及西北特色美食）,,,,西关清真大寺（兰州最大的伊斯兰教寺院，具有阿拉伯建筑风格）,,甘肃省,lanzhoushi,lzs,36.061089,103.834303
